occurrenceID	materialEntityID	organismID	siteID	eventID	parentEventID	eventDate	eventTime	eventRemarks	samplingProtocol	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	verbatimLatitude	verbatimLongitude	verbatimDepth	locality	higherGeographyID	scientificName	scientificNameID	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	identificationQualifier	verbatimIdentification	identifiedBy	identifiedByID	sex	preparations	recordedBy	recordedByID	sizeAmbitus	height	d13C	d15N	d34S	expedition
TANGO_1-SCUBA_17-S4_O6-1953	1953	S4_O6	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	34	20	-13.256773475171201	8.922467787864086	14.963834430689353	TANGO_1
TANGO_1-SCUBA_17-S4_O7-1954	1954	S4_O7	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	38	24	-12.496869734828781	9.335543435667374	15.05357406822483	TANGO_1
TANGO_1-SCUBA_17-S4_O9-1956	1956	S4_O9	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	38	23	-13.735197797929695	9.18536053114477	14.566625868882884	TANGO_1
TANGO_1-SCUBA_17-S4_O10-1957	1957	S4_O10	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	38	23	-13.48779731442386	9.304478017843014	14.721752376984664	TANGO_1
TANGO_1-SCUBA_17-S4_O11-1958	1958	S4_O11	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	28	18	-12.931277351429685	9.087708966376487	15.26506869097108	TANGO_1
TANGO_1-SCUBA_17-S4_O12-1959	1959	S4_O12	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	29	18	-13.550102482733637	8.818249125449945	15.03558681232063	TANGO_1
TANGO_1-SCUBA_17-S4_O13-1960	1960	S4_O13	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	27	17	-13.081101847162564	9.310753986139668	14.871773373827263	TANGO_1
TANGO_1-SCUBA_17-S4_O14-1961	1961	S4_O14	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	32	21	-12.474914486826131	8.506903646754395	13.82023826959615	TANGO_1
TANGO_1-SCUBA_17-S4_O15-1962	1962	S4_O15	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	34	20	-13.158961150914857	9.157650707159394	14.36470229069555	TANGO_1
TANGO_1-SCUBA_17-S4_O16-1963	1963	S4_O16	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	44	20	-12.547525996687172	9.14385879034655	14.399520405996544	TANGO_1
TANGO_1-SCUBA_17-S4_O17-1964	1964	S4_O17	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	31	20	-13.385055453144984	9.331034427310755	14.522998313227585	TANGO_1
TANGO_1-SCUBA_17-S4_O18-1965	1965	S4_O18	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	31	31	-13.08276530667908	9.678835551060661	14.200312486619662	TANGO_1
TANGO_1-SCUBA_17-S4_O19-1966	1966	S4_O19	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	36	23	-13.019554502139547	8.838858280517668	13.960104019545586	TANGO_1
TANGO_1-SCUBA_17-S4_O20-1967	1967	S4_O20	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	30	17	-12.866640128443603	8.775920832235753	15.059406495063172	TANGO_1
TANGO_1-SCUBA_17-S4_O21-1968	1968	S4_O21	4	SCUBA_17	https://www.wikidata.org/entity/Q119843670	2023-03-02T00:00:00Z	12:30:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	24	24	-67.5519	-67.2148	25	-67.55186666666667	-67.21483333333333	24	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	28	16	-13.238101226753653	8.875475777036431	14.827483211050215	TANGO_1
TANGO_1-SCUBA_22-S5_O1-2202	2202	S5_O1	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	33	20	-13.761803215640363	8.972534835783476	15.546904887619908	TANGO_1
TANGO_1-SCUBA_22-S5_O3-2204	2204	S5_O3	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	35	19	-12.987983245257809	9.880604777716181	16.40980025835851	TANGO_1
TANGO_1-SCUBA_22-S5_O4-2205	2205	S5_O4	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	32	19	-14.905929466966619	9.472410759249227	16.72090279427576	TANGO_1
TANGO_1-SCUBA_22-S5_O5-2206	2206	S5_O5	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	37	22	-13.901957788005708	9.558291876193785	17.352425987101114	TANGO_1
TANGO_1-SCUBA_22-S5_O6-2207	2207	S5_O6	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	34	20	-11.637501223468869	8.990138580383027	17.077835292927347	TANGO_1
TANGO_1-SCUBA_22-S5_O7-2208	2208	S5_O7	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	33	18	-13.229378546866664	8.919479066881202	16.831953775806426	TANGO_1
TANGO_1-SCUBA_22-S5_O9-2210	2210	S5_O9	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	female		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	29	17	-14.156131275221242	9.090578575085281	17.13577113956636	TANGO_1
TANGO_1-SCUBA_22-S5_O10-2211	2211	S5_O10	5	SCUBA_22	https://www.wikidata.org/entity/Q119843670	2023-03-04T00:00:00Z	14:19:00Z/14:38:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	22	22	-67.5499	-67.2475	25	-67.5499	-67.24753333333334	22	Blaiklock Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=107831	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X	male		Francesca Pasotti	https://orcid.org/0000-0002-8971-8195	27	18	-11.507182343875579	8.796431270583799	16.739915230863403	TANGO_1
