materialEntityID	organismID	siteID	eventID	parentEventID	eventDate	eventTime	eventRemarks	samplingProtocol	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	verbatimLatitude	verbatimLongitude	verbatimDepth	locality	higherGeographyID	scientificName	scientificNameID	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	identificationQualifier	verbatimIdentification	identifiedBy	identifiedByID	individualCount	organismQuantity	organismQuantityType	sex	preparations	recordedBy	recordedByID	expedition	occurrenceID	measurementType	measurementValue
376	S2_O8	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O8-376	d13C	-14.665567506454188
376	S2_O8	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O8-376	d15N	8.327227177225534
376	S2_O8	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O8-376	d34S	16.552652412364843
377	S2_O9	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O9-377	sizeAmbitus	39
377	S2_O9	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O9-377	height	21
377	S2_O9	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O9-377	d13C	-15.243408322984136
377	S2_O9	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O9-377	d15N	8.72498483252276
377	S2_O9	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O9-377	d34S	16.791012441062144
378	S2_O10	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O10-378	sizeAmbitus	34
378	S2_O10	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O10-378	height	20
378	S2_O10	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O10-378	d13C	-16.63830009692138
378	S2_O10	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O10-378	d15N	8.351396388833427
378	S2_O10	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O10-378	d34S	17.524147004754926
379	S2_O11	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O11-379	sizeAmbitus	42
379	S2_O11	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O11-379	height	25
379	S2_O11	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O11-379	d13C	-16.77294218284837
379	S2_O11	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O11-379	d15N	9.031093801703769
379	S2_O11	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O11-379	d34S	17.239605965579468
380	S2_O12	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O12-380	sizeAmbitus	46
380	S2_O12	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O12-380	height	25
380	S2_O12	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O12-380	d13C	-15.322445226281562
380	S2_O12	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O12-380	d15N	8.593684188069492
380	S2_O12	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	male		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O12-380	d34S	17.590419437516772
381	S2_O13	2	SCUBA_8	https://www.wikidata.org/entity/Q119843670	2023-02-23T00:00:00Z	12:45:00Z/13:25:00Z	coordinateUncertaintyInMeters defaulted from gearType=Scuba Divers	Scuba Divers | https://doi.org/10.5281/zenodo.8013721 | Scientific SCUBA diving was used to conduct underwater observations and sampling as part of the site characterisation and sampling strategy. Divers operated in shallow coastal areas to document habitats and carry out sampling tasks.	13	13	-65.9975	-65.7901	-65.9975	-65.7901	13	Dodman Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=108535	Sterechinus neumayeri	urn:lsid:marinespecies.org:taxname:160831	(Meissner, 1900)	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri		Sterechinus neumayeri	Camille Moreau | Bruno Danis | Lea Katz	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5748-602X			individual	female		Martin Dogniez | Lea Katz	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5748-602X	TANGO_1	TANGO_1-SCUBA_8-S2_O13-381	sizeAmbitus	42
